City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,happy valley-goose bay,53.3168,-60.3315,-3.83,58,75,6.17,CA,1734284015
362,ust'-kulom,61.6864,53.6902,-27.5,100,24,0.56,RU,1734284016
363,dayrut,27.556,30.8076,16.14,38,12,3.26,EG,1734284017
364,yichun,47.7,128.9,-24.59,100,77,1.41,CN,1734284019
365,nova sintra,14.8667,-24.7167,24.91,77,100,7.72,CV,1734284020
366,antofagasta,-23.65,-70.4,20.6,72,9,4.94,CL,1734283618
367,talnakh,69.4865,88.3972,-10.01,81,100,6.18,RU,1734284022
368,tubarjal,30.4999,38.216,8.66,19,0,4.21,SA,1734284024
369,bandar-e lengeh,26.5579,54.8807,20.06,60,0,0.0,IR,1734284025
370,celestun,20.8667,-90.4,27.11,62,20,4.58,MX,1734284027
371,turpan,42.9333,89.1667,-7.17,67,5,0.2,CN,1734284028
372,piti village,13.4626,144.6933,28.03,85,20,5.14,GU,1734284029
373,griffith,41.5284,-87.4237,7.13,95,100,3.09,US,1734284030
374,mejit,10.2753,170.8646,27.4,81,97,9.99,MH,1734284031
375,kavaratti,10.5669,72.642,26.98,84,11,3.85,IN,1734284033
376,gebeit,21.0667,36.3167,18.09,59,0,3.12,SD,1734284034
377,ashburton,-37.8626,145.0794,20.65,77,1,2.47,AU,1734284035
378,kirtland,36.7342,-108.3598,6.62,35,55,0.57,US,1734284037
379,saint croix,17.7397,-64.7388,29.25,81,0,4.12,VI,1734284038
380,bargaal,11.2864,51.0773,25.33,71,38,8.61,SO,1734284039
381,saacow,1.6279,42.4407,27.45,63,64,7.62,SO,1734284040
382,kuta,-8.7233,115.1723,26.97,89,20,2.06,ID,1734284042
383,aizkraukle,56.6048,25.2553,-0.93,90,100,4.14,LV,1734284043
384,kalabo,-14.97,22.6814,25.39,54,77,2.51,ZM,1734284044
385,zeya,53.75,127.2667,-20.9,91,80,1.72,RU,1734284045
386,remire-montjoly,4.9167,-52.2667,31.02,66,75,6.69,GF,1734284047
387,buka,40.8108,69.1986,-3.58,93,100,3.96,UZ,1734284048
388,puerto escondido,15.85,-97.0667,29.46,74,40,1.54,MX,1734284050
389,nizhnyaya tavda,57.6731,66.1725,-12.55,77,100,5.84,RU,1734284051
390,'ain el melh,34.8415,4.1638,6.73,63,12,8.02,DZ,1734284054
391,sroda wielkopolska,52.2284,17.2762,4.56,96,100,8.03,PL,1734284055
392,katima mulilo,-17.5,24.2667,26.79,47,55,2.13,NA,1734284056
393,palotina,-24.2839,-53.84,27.95,47,0,5.68,BR,1734284057
394,mugia,43.1041,-9.2179,11.58,66,67,2.28,ES,1734284058
395,hotan,37.0997,79.9269,-5.64,60,42,0.74,CN,1734284061
396,mount pearl,47.5166,-52.7813,-1.03,63,75,6.69,CA,1734284062
397,road town,18.4167,-64.6167,30.02,70,40,2.57,VG,1734284063
398,medina,24.4686,39.6142,19.24,20,0,7.72,SA,1734284064
399,chittarkonda,18.1167,82.0833,14.21,51,38,1.58,IN,1734284066
400,mvurwi,-17.0333,30.85,22.16,49,48,1.51,ZW,1734284053
401,kardla,58.9978,22.7492,-2.01,86,100,1.54,EE,1734284068
402,westerland,54.9079,8.3033,9.01,93,75,9.26,DE,1734284069
403,coxen hole,16.3244,-86.5366,28.6,61,40,5.66,HN,1734284071
404,barah,13.7,30.3667,22.64,33,1,5.34,SD,1734284072
405,lepsy,46.235,78.9456,-3.14,95,100,10.28,KZ,1734284073
406,kapuskasing,49.4169,-82.4331,-2.95,93,100,5.66,CA,1734283862
407,bel ombre,-4.6167,55.4167,25.91,89,20,0.0,SC,1734284076
408,antonina,-25.4286,-48.7119,32.03,43,62,1.57,BR,1734284077
409,hami,42.8,93.45,-8.0,58,1,1.34,CN,1734284078
410,borogontsy,62.6683,131.1683,-33.41,100,100,0.64,RU,1734284080
411,oban,56.4127,-5.4706,10.88,93,100,12.44,GB,1734284081
412,chilon,17.2333,-92.4167,24.63,60,43,1.48,MX,1734284082
413,riohacha,11.5444,-72.9072,32.06,62,40,4.12,CO,1734284085
414,crane,31.3974,-102.3501,20.83,44,64,5.53,US,1734284086
415,katsuura,35.1333,140.3,9.89,69,1,7.05,JP,1734284087
416,westport,41.1415,-73.3579,2.93,61,0,3.6,US,1734284089
417,corinto,37.9407,22.9573,14.38,75,100,2.24,GR,1734284090
418,semera,11.501,41.201,24.15,49,0,8.12,ET,1734284091
419,point hill,18.0899,-77.1076,26.59,69,58,3.98,JM,1734284092
420,egilsstadir,65.2653,-14.3948,-1.05,69,75,2.06,IS,1734284094
421,sochi,43.6,39.7303,6.05,63,100,6.02,RU,1734283831
422,prado,-17.3411,-39.2208,28.31,71,92,6.72,BR,1734284096
423,tarakan,3.3,117.6333,26.97,80,100,2.26,ID,1734284098
424,lewiston orchards,46.3804,-116.9754,5.95,69,0,2.57,US,1734284100
425,langtoucun,40.0261,124.3286,-3.9,44,0,0.66,CN,1734284101
426,fort st. john,56.2499,-120.8529,-20.06,77,100,4.63,CA,1734284102
427,attapeu,14.8,106.8333,21.51,69,100,1.85,LA,1734284103
428,enoch,37.7733,-113.0244,6.93,55,0,0.89,US,1734284105
429,uyuni,-20.4597,-66.825,20.15,14,36,6.71,BO,1734284106
430,alofi,-19.0595,-169.9187,22.94,88,20,4.12,NU,1734284107
431,angel r. cabada,18.5833,-95.4333,26.7,66,30,4.58,MX,1734284108
432,iquique,-20.2208,-70.1431,21.2,71,82,4.44,CL,1734283846
433,chamical,-30.36,-66.314,33.54,19,75,7.97,AR,1734284111
434,fish town,5.1964,-7.8756,28.17,60,28,2.63,LR,1734284112
435,jinchang,38.4953,102.1739,-5.84,39,4,3.3,CN,1734284113
436,lhasa,29.65,91.1,-3.05,15,0,0.19,CN,1734284115
437,bullhead city,35.1478,-114.5683,15.05,30,8,4.02,US,1734284116
438,villa gesell,-37.2639,-56.973,17.84,62,0,7.57,AR,1734284117
439,kupang,-10.1667,123.5833,27.32,94,100,2.57,ID,1734284119
440,hiratacho,35.4333,132.8167,7.98,66,75,2.57,JP,1734284120
441,sesheke,-17.4759,24.2968,26.93,46,57,1.93,ZM,1734284121
442,quang ngai,15.1167,108.8,20.66,96,100,2.82,VN,1734284123
443,charters towers,-20.1,146.2667,24.84,82,0,2.48,AU,1734284125
444,kisesa,-3.0833,34.15,19.55,87,87,1.04,TZ,1734284127
445,gagliano del capo,39.8442,18.3695,11.42,78,100,6.64,IT,1734284128
446,hadibu,12.65,54.0333,24.71,74,65,7.55,YE,1734284129
447,roccella ionica,38.322,16.4009,13.15,70,100,3.58,IT,1734284132
448,castillos,-34.1667,-53.8333,20.99,73,89,6.13,UY,1734284133
449,lebanon,36.2081,-86.2911,12.49,94,100,6.69,US,1734284020
450,tinaan,11.2667,123.75,27.44,80,95,6.17,PH,1734284136
451,west kelowna,49.8625,-119.5833,0.84,94,100,1.03,CA,1734283867
452,phek,25.6667,94.5,6.15,91,0,0.66,IN,1734284140
453,tashtyp,52.7939,89.8983,-13.5,95,48,0.24,RU,1734284141
454,moree,-29.4667,149.85,24.55,57,15,1.93,AU,1734284142
455,lanxi,29.2195,119.477,2.65,63,0,0.09,CN,1734284144
456,tindouf,27.6711,-8.1474,22.25,16,40,4.12,DZ,1734284145
457,labrador city,52.9463,-66.9114,-7.12,68,75,6.71,CA,1734284146
458,sofo-birnin-gwari,11.0154,6.7804,22.6,19,61,3.1,NG,1734284149
459,kasongo-lunda,-6.4667,16.8167,22.99,95,70,0.81,CD,1734284150
460,port blair,11.6667,92.75,26.02,89,100,3.09,IN,1734284151
461,xilin hot,43.9667,116.0333,-10.14,81,100,4.28,CN,1734284153
462,turtas,58.9417,69.1325,-13.11,91,100,4.54,RU,1734284154
463,lander,42.833,-108.7307,4.45,45,0,0.0,US,1734284155
464,cape canaveral,28.4058,-80.6048,26.15,68,0,7.2,US,1734284054
465,andradina,-20.8961,-51.3794,28.52,60,69,3.9,BR,1734283890
466,santa sylvina,-27.8326,-61.1375,31.7,25,0,5.77,AR,1734284159
467,pacocha,-17.5833,-71.3333,21.54,74,78,3.63,PE,1734284160
468,linhares,-19.3911,-40.0722,28.17,72,99,3.3,BR,1734284114
469,spring creek,40.7266,-115.5859,-0.1,70,39,2.24,US,1734284230
470,la oliva,28.6105,-13.9291,19.66,68,0,3.6,ES,1734284232
471,alice springs,-23.7,133.8833,26.75,47,81,3.6,AU,1734284233
472,la palma,33.8464,-118.0467,15.95,79,20,2.06,US,1734284235
473,ocean city,39.2776,-74.5746,6.66,73,100,1.34,US,1734284236
474,guigang,23.0964,109.6092,13.32,24,100,1.62,CN,1734284240
475,i-n-salah,27.1935,2.4607,20.02,19,0,8.28,DZ,1734284241
476,majene,-3.5403,118.9707,24.7,82,100,2.73,ID,1734284243
477,bonnyville,54.2668,-110.735,-10.37,92,46,4.89,CA,1734284244
478,hirara,24.8,125.2833,17.92,59,100,7.72,JP,1734284245
479,luena,-11.7833,19.9167,19.21,87,82,1.61,AO,1734284247
480,alotau,-10.3069,150.4462,24.94,92,100,1.89,PG,1734284248
481,yuzhno-sukhokumsk,44.6581,45.6436,-1.34,87,82,0.22,RU,1734284250
482,naze,28.3667,129.4833,12.51,68,98,4.32,JP,1734284252
483,gereida,11.2811,25.1414,22.04,24,23,4.83,SD,1734284253
484,san patricio,28.017,-97.5169,25.97,64,39,7.12,US,1734284254
485,margate,51.3813,1.3862,11.6,88,76,0.45,GB,1734284020
486,primorsko-akhtarsk,46.0497,38.1747,6.15,89,100,8.51,RU,1734284257
487,zheleznogorsk-ilimskiy,56.5768,104.1217,-20.94,100,87,1.31,RU,1734284258
488,ketchikan,55.3422,-131.6461,-0.68,89,75,1.34,US,1734284259
489,plettenberg bay,-34.0527,23.3716,17.14,78,85,6.28,ZA,1734284261
490,ylitornio,66.3089,23.6773,-10.52,87,92,5.75,FI,1734284262
491,port alberni,49.2413,-124.8028,4.82,91,48,0.68,CA,1734284263
492,sierra grande,-41.606,-65.3557,30.21,23,0,6.74,AR,1734284264
493,hailar,49.2,119.7,-27.81,96,4,1.58,CN,1734284266
494,gubkinskiy,64.434,76.5026,-9.27,88,100,11.1,RU,1734284267
495,yardimli,38.9206,48.2372,-3.21,62,63,4.18,AZ,1734284268
496,san ignacio,17.1561,-89.0714,23.08,94,75,2.06,BZ,1734284269
497,gazojak,41.1875,61.4036,-1.61,64,7,4.41,TM,1734284271
498,wuxue,29.8506,115.5525,3.94,35,12,1.69,CN,1734284272
499,colonia,50.9333,6.95,9.36,89,100,2.06,DE,1734284058
500,wankyi,7.7392,-2.1046,28.09,16,4,1.47,GH,1734284276
501,fale old settlement,-9.3852,-171.2468,28.0,75,16,5.21,TK,1734284277
502,kristiansund,63.1115,7.732,5.63,87,100,8.23,NO,1734284279
503,barcelona,41.3888,2.159,11.5,68,0,1.54,ES,1734283645
504,kanor,24.4333,74.2667,13.18,25,0,2.86,IN,1734284281
505,greenbrier,36.4276,-86.8047,11.72,94,100,2.57,US,1734284240
506,dzyarzhynsk,53.6832,27.138,-1.44,89,96,7.63,BY,1734284284
507,sona,45.4388,10.8255,3.81,98,100,1.54,IT,1734284285
508,dhuusamarreeb,5.535,46.3861,27.21,49,24,8.26,SO,1734284287
509,port saint john's,-31.6229,29.5448,22.35,75,81,8.02,ZA,1734284288
510,saint-joseph,-21.3667,55.6167,25.21,81,34,4.49,RE,1734284289
511,forster,-32.1667,152.5167,19.1,97,11,1.48,AU,1734284291
512,nantucket,41.2835,-70.0995,4.06,48,100,2.57,US,1734284292
513,freetown,8.484,-13.2299,29.84,74,20,4.12,SL,1734284293
514,arvayheer,46.2639,102.775,-12.04,67,95,2.84,MN,1734284294
515,oranjemund,-28.55,16.4333,17.1,82,59,4.6,NA,1734284296
516,mayya,61.7333,130.2811,-26.62,98,100,1.84,RU,1734284297
517,saldanha,-33.0117,17.9442,18.03,67,93,6.22,ZA,1734284298
518,torghay,49.6339,63.4981,-7.72,58,4,5.83,KZ,1734284299
519,nadi,-17.8,177.4167,22.0,83,20,0.0,FJ,1734284301
520,sandnessjoen,66.0217,12.6316,1.06,93,75,6.17,NO,1734284302
521,deoria,26.5047,83.7872,15.06,34,0,2.04,IN,1734284303
522,dul'durga,50.6761,113.5931,-19.4,99,18,1.88,RU,1734284305
523,chernyshevskiy,63.0128,112.4714,-34.3,100,79,0.72,RU,1734284306
524,shenjiamen,29.9576,122.298,6.41,54,0,4.71,CN,1734284307
525,alvorada,-12.48,-49.1247,29.76,56,96,2.64,BR,1734284309
526,paris,48.8534,2.3488,9.43,95,100,4.12,FR,1734283641
527,tsiombe,-25.3,45.4833,25.53,78,20,6.96,MG,1734284311
528,cartagena,10.3997,-75.5144,30.79,66,20,2.26,CO,1734284312
529,meadow lakes,61.6247,-149.6011,-7.06,87,100,1.54,US,1734284314
530,estevan,49.1334,-102.9842,-2.1,80,100,2.06,CA,1734283879
531,kasane,-17.8167,25.15,24.96,57,80,3.36,BW,1734284316
532,kandahar,31.0,65.75,10.72,59,81,6.17,AF,1734284077
533,anna regina,7.2644,-58.5077,28.56,71,23,4.34,GY,1734284318
534,undurkhaan,47.3194,110.6556,-10.45,80,30,2.0,MN,1734284320
535,christchurch,-43.5333,172.6333,15.53,84,100,6.17,NZ,1734284311
536,boguchany,58.3814,97.4531,-10.74,88,87,1.81,RU,1734284322
537,fort wellington,6.4,-57.6,28.79,69,58,4.88,GY,1734284324
538,wenshui,28.4506,106.5267,1.18,92,12,0.92,CN,1734284326
539,cumana,10.4635,-64.1775,28.36,67,7,1.91,VE,1734284138
540,carloforte,39.145,8.3058,12.99,67,93,10.78,IT,1734284329
541,white hall,34.274,-92.091,14.36,95,100,2.06,US,1734284330
542,suva,-18.1416,178.4415,21.71,100,20,1.03,FJ,1734284074
543,ierapetra,35.01,25.7353,18.41,73,22,1.34,GR,1734284333
544,jora,26.3333,77.8167,12.68,30,2,0.69,IN,1734284272
545,chibougamau,49.9168,-74.3659,-12.21,85,0,4.12,CA,1734284335
546,aykhal,66.0,111.5,-25.15,93,35,1.85,RU,1734284336
547,serdar,38.9764,56.2757,0.45,53,0,6.39,TM,1734284338
548,musaffah,24.3458,54.5024,21.05,60,40,4.63,AE,1734284339
549,al hawatah,13.4167,34.6333,29.28,28,17,4.37,SD,1734284340
550,bandarbeyla,9.4942,50.8122,25.06,79,18,11.47,SO,1734284341
551,las tablas,7.7667,-80.2833,28.54,68,9,5.85,PA,1734284343
552,hilo,19.7297,-155.09,20.62,82,0,3.6,US,1734284344
553,rio grande,-32.035,-52.0986,20.99,78,98,8.88,BR,1734284345
554,bol'shoye boldino,55.0059,45.3142,-3.49,94,100,6.13,RU,1734284347
555,quellon,-43.1167,-73.6167,17.02,62,60,5.33,CL,1734284348
556,kuragino,53.8975,92.6725,-19.2,98,23,2.15,RU,1734284349
557,sinazongwe,-17.2614,27.4618,29.3,57,19,0.95,ZM,1734284053
558,lionel town,17.8101,-77.2406,29.99,58,7,1.66,JM,1734284352
559,tralee,52.2704,-9.7026,10.79,91,100,4.38,IE,1734284353
560,lagunas,-5.2269,-75.6753,26.66,95,100,1.26,PE,1734284354
561,nogliki,51.8333,143.1667,-23.51,91,100,2.79,RU,1734284356
562,mar del plata,-38.0023,-57.5575,18.01,71,20,6.17,AR,1734283621
563,santa cruz del norte,23.1539,-81.9236,25.21,76,52,10.68,CU,1734284358
